"","chemical","program","Year","state","measurements","type","value","carcinogen","hormone_disruptor","neurotoxins","developmental_or_reproductive_toxins","bee_toxins","toxicity_human_bee"
"1216","FLUDIOXONIL","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.206,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1217","FLUDIOXONIL","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.423,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1218","FLUDIOXONIL","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1219","FLUDIOXONIL","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.36,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1220","FLUDIOXONIL","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",2.4,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1221","FLUDIOXONIL","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1222","FLUDIOXONIL","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",11100,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1223","FLUDIOXONIL","SURVEY",2019,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",64,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1224","FLUDIOXONIL","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.6,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1225","FLUDIOXONIL","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1226","FLUDIOXONIL","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",66,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1227","FLUDIOXONIL","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.9,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1228","FLUDIOXONIL","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.51,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1229","FLUDIOXONIL","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",9200,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1230","FLUDIOXONIL","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.218,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1231","FLUDIOXONIL","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1232","FLUDIOXONIL","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.428,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1233","FLUDIOXONIL","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.224,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1234","FLUDIOXONIL","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",30,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1235","FLUDIOXONIL","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",2700,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1236","FLUDIOXONIL","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.501,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1237","FLUDIOXONIL","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.4,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1238","FLUDIOXONIL","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.221,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1239","FLUDIOXONIL","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",4500,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1240","FLUDIOXONIL","SURVEY",2016,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",97,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1241","FLUDIOXONIL","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",1700,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1242","FLUDIOXONIL","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1243","FLUDIOXONIL","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1244","FLUDIOXONIL","SURVEY",2016,"OREGON"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1245","FLUDIOXONIL","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.214,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SLIGHT",1
"1246","FLUMIOXAZIN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","HERBICIDE",0.091,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1247","FLUMIOXAZIN","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","HERBICIDE",14,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1248","FLUMIOXAZIN","SURVEY",2016,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1249","FLUMIOXAZIN","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1250","FLUMIOXAZIN","SURVEY",2018,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1251","FLUMIOXAZIN","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1252","FLUMIOXAZIN","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN LB","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1253","FLUMIOXAZIN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","HERBICIDE",1100,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1254","FLUMIOXAZIN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","HERBICIDE",0.217,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1255","FLUMIOXAZIN","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1256","FLUMIOXAZIN","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","HERBICIDE",0.105,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1257","FLUMIOXAZIN","SURVEY",2016,"WASHINGTON"," TREATED ,  MEASURED IN PCT OF AREA BEARING","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1258","FLUMIOXAZIN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","HERBICIDE",2.4,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1259","FLUMIOXAZIN","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","HERBICIDE",4,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1260","FLUMIOXAZIN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","HERBICIDE",1.3,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1261","FLUMIOXAZIN","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1262","FLUMIOXAZIN","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1263","FLUMIOXAZIN","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","HERBICIDE",12,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1264","FLUMIOXAZIN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","HERBICIDE",500,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1265","FLUMIOXAZIN","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1266","FLUMIOXAZIN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","HERBICIDE",0.116,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1267","FLUMIOXAZIN","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","HERBICIDE",100,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1268","FLUMIOXAZIN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","HERBICIDE",0.089,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1269","FLUMIOXAZIN","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN NUMBER","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1270","FLUMIOXAZIN","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1271","FLUMIOXAZIN","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1272","FLUMIOXAZIN","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","HERBICIDE",1.1,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1273","FLUMIOXAZIN","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1274","FLUMIOXAZIN","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1275","FLUMIOXAZIN","SURVEY",2016,"OREGON"," TREATED ,  MEASURED IN PCT OF AREA BEARING","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1276","FLUMIOXAZIN","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1277","FLUMIOXAZIN","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","HERBICIDE",0.096,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1278","FLUMIOXAZIN","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1279","FLUMIOXAZIN","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN NUMBER","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1280","FLUMIOXAZIN","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1281","FLUOPYRAM","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",1600,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1282","FLUOPYRAM","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1283","FLUOPYRAM","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.143,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1284","FLUOPYRAM","SURVEY",2018,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1285","FLUOPYRAM","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.113,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1286","FLUOPYRAM","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",2,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1287","FLUOPYRAM","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1288","FLUOPYRAM","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",32,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1289","FLUOPYRAM","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",17,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1290","FLUOPYRAM","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",1000,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1291","FLUOPYRAM","SURVEY",2016,"WASHINGTON"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1292","FLUOPYRAM","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.224,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1293","FLUOPYRAM","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",3900,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1294","FLUOPYRAM","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1295","FLUOPYRAM","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1296","FLUOPYRAM","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.119,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1297","FLUOPYRAM","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",48,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1298","FLUOPYRAM","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1299","FLUOPYRAM","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.124,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1300","FLUOPYRAM","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1301","FLUOPYRAM","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.155,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1302","FLUOPYRAM","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1303","FLUOPYRAM","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1304","FLUOPYRAM","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.2,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1305","FLUOPYRAM","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.2,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1306","FLUPYRADIFURONE","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",34,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1307","FLUPYRADIFURONE","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.158,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1308","FLUPYRADIFURONE","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",2.5,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1309","FLUPYRADIFURONE","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0.399,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1310","FLUPYRADIFURONE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.182,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1311","FLUPYRADIFURONE","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",9,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1312","FLUPYRADIFURONE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0.249,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1313","FLUPYRADIFURONE","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",700,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1314","FLUPYRADIFURONE","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",1.4,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1315","FLUPYRADIFURONE","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",21,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1316","FLUPYRADIFURONE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",2100,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1317","FLUPYRADIFURONE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",1.4,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1318","FLUPYRADIFURONE","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",4800,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1319","FLUPYRADIFURONE","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.172,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1320","FLUPYRADIFURONE","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0.234,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1321","FLUTOLANIL","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1322","FLUTOLANIL","SURVEY",2019,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1323","FLUTOLANIL","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1324","FLUTOLANIL","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1325","FLUTOLANIL","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1326","FLUTRIAFOL","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","OTHER",1.7,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1327","FLUTRIAFOL","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1328","FLUTRIAFOL","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","OTHER",0.188,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1329","FLUTRIAFOL","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","OTHER",0.113,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1330","FLUTRIAFOL","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","OTHER",1.1,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1331","FLUTRIAFOL","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","OTHER",0.129,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1332","FLUTRIAFOL","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","OTHER",9,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1333","FLUTRIAFOL","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","OTHER",400,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1334","FLUTRIAFOL","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"1335","FLUTRIAFOL","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","OTHER",0.112,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
